rok,miasto,godzina_od,godzina_do,dzielnica,dzielnice_wszystkie,aktor,skala,zrodlo,sekcja,id_wydarzenia,tekst,odniesienie
1990,DE,11:10,,,,,,korpus,Prasa / taz / Vereinter Ruf in Berlin: „Heraus zum 1. Mai“,,he Platz der Republik. The schedule of all the demonstrations is presented and the joint rally are presented: 11:10 start and speeches; 12:00 – cultural programme; 15:30 end of,DE_1990-2019.md:554
1990,DE,11:10,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Lied der Freiheit (Nabucco) 11:10 Rede Michael Pagels 11:18 Rede Ingrid Boche 11:23 Rede Ernst,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,11:18,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Rede Michael Pagels 11:18 Rede Ingrid Boche 11:23 Rede Ernst Breit 11:43 Rede Rosema,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,11:23,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Rede Ingrid Boche 11:23 Rede Ernst Breit 11:43 Rede Rosemarie Lubasch 11:48 Rede,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,11:43,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Rede Ernst Breit 11:43 Rede Rosemarie Lubasch 11:48 Rede Mathias Oertel 11:56 Rede Joh,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,11:48,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Rede Rosemarie Lubasch 11:48 Rede Mathias Oertel 11:56 Rede Johan Stekelenburg 12:05 Brüd,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,11:56,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,"DGB Maifest 1990 | Rede Mathias Oertel 11:56 Rede Johan Stekelenburg 12:05 Brüder zur Sonne, zur Freiheit (Hy",1__mai_berlin_aktualna_14_.geojson#16
1990,DE,12:00,,,,,,korpus,Prasa / taz / Vereinter Ruf in Berlin: „Heraus zum 1. Mai“,,start and speeches; 12:00 – cultural programme; 15:30 end of the cultural programme. The,DE_1990-2019.md:554
1990,DE,12:05,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,"DGB Maifest 1990 | Rede Johan Stekelenburg 12:05 Brüder zur Sonne, zur Freiheit (Hymnentafel) IG Metall-Bühne 12:08 Petticoats 12:38 IG Metall-Chor 13",1__mai_berlin_aktualna_14_.geojson#16
1990,DE,12:08,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,"DGB Maifest 1990 | Brüder zur Sonne, zur Freiheit (Hymnentafel) IG Metall-Bühne 12:08 Petticoats 12:38 IG Metall-Chor 13:53 Gruppe ""Erich",1__mai_berlin_aktualna_14_.geojson#16
1990,DE,12:30,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Petticoats DGB-Jugend-Bühne 12:30 TTS 13:25 Ramikuna 14:25 Das Gelbe vom Ei 15,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,12:38,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,"DGB Maifest 1990 | Petticoats 12:38 IG Metall-Chor 13:53 Gruppe ""Erich Weinert"" 14:38 Grupp",1__mai_berlin_aktualna_14_.geojson#16
1990,DE,13:25,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | TTS 13:25 Ramikuna 14:25 Das Gelbe vom Ei 15:30 Beginn Abba,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,13:53,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,"DGB Maifest 1990 | IG Metall-Chor 13:53 Gruppe ""Erich Weinert"" 14:38 Gruppe aus Eisenhüttenstadt 15:08",1__mai_berlin_aktualna_14_.geojson#16
1990,DE,14:25,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Ramikuna 14:25 Das Gelbe vom Ei 15:30 Beginn Abbau,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,14:38,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,"DGB Maifest 1990 | Gruppe ""Erich Weinert"" 14:38 Gruppe aus Eisenhüttenstadt 15:08 Petticoats DGB-Jugend-Bühne 12:30",1__mai_berlin_aktualna_14_.geojson#16
1990,DE,15:08,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Gruppe aus Eisenhüttenstadt 15:08 Petticoats DGB-Jugend-Bühne 12:30 TTS 13:25 Ramikuna 14:25 Das Gelbe,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,15:30,,,,,,korpus,Prasa / taz / Vereinter Ruf in Berlin: „Heraus zum 1. Mai“,,"– cultural programme; 15:30 end of the cultural programme. The article also presents the answer of Pagels against the allegations of Landowsky, who called them 'election propaga",DE_1990-2019.md:554
1990,DE,15:30,,Tiergarten,,DGB,centrum,mapa,DGB,1990_DE_festyn_DGB,DGB Maifest 1990 | Das Gelbe vom Ei 15:30 Beginn Abbau,1__mai_berlin_aktualna_14_.geojson#16
1990,DE,18:00,,,,,,korpus,Aufruf zur 1. Mai-Demo in Ostberlin / Wydarzenia,,eranstaltungen aus beiden Teilen Berlins. Die Ausstellung ist bis zum 3. Juni Dienstag bis Sonntag von 11 bis 18 Uhr geöffnet.,DE_1990-2019.md:239
1990,DE,19:30,,,,FDGB,,korpus,Aufruf zur 1. Mai-Demo in Ostberlin / Wydarzenia,,"arteiarchiv, vom FDGB. Die (außer montags) bis zum 27. Mai geöffnete Ausstellung bietet jeweils freitags, ' 19.30 Uhr,Begleitveranstaltungen u. a. auchmit DDR-Schriftstellern.",DE_1990-2019.md:237
1990,DE,20:00,,,,,,korpus,Revolutionäre 1. Mai / Przebieg,,"gen zu besprechen. Dies soll in der ""Kirche von Unten"", Elisabethkirchsir. 21, Berlin, 1040, am 29.04.1950 um 20.00 Uhr stattfinden.",DE_1990-2019.md:213
1990,DE,22:00,,,,,,korpus,Prasa / taz / In guter Tradition,,"todziennikarzy przez policję 1. maja. Sabine Sauer i Detlefa Konnertha z magazynu Stern. Do sytuacji doszło o godzinie 22 na Kreuzbergu, już po zakończeniu demonstracji tego dnia. Inny artykuł z 5.05 informuje, że policjanci zostali zatrzymani i wysłani tymczasowo na url",DE_1990-2019.md:350
1991,DE,07:50,,,,,,korpus,Prasa / taz / Polizei de­mo­lier­te tür­ki­sches Lokal,,"– they beat peacefully seated guests with batons, overturned tables and chairs, and knocked over glasses. At 7:50 p.m., the police attacked a ZDF crew at Skalitzer/Manteuffelstraße, knocking a camera assistant to the ground and refusing to give their service numb",DE_1990-2019.md:1231
1991,DE,08:30,,,,DGB,,korpus,Scenariusz,,"- 8:30 - DGB-Haus, Wallstr 61-65, Berlin 30 - Treffpunkt",DE_1990-2019.md:839
1991,DE,08:30,,,,ÖTV,,korpus,Scenariusz,,"- 8:30 - ÖTV-Haus,",DE_1990-2019.md:840
1991,DE,08:45,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Prasa / taz / Polizei de­mo­lier­te tür­ki­sches Lokal,,"d proportionately, there were several instances of police brutality on that May night in Kreuzberg. At around 8:45 p.m., ten officers stormed into the Turkish restaurant ""Kösk"" on Lausitzer Platz in pursuit of young people – they beat peacefully seated guests with",DE_1990-2019.md:1231
1991,DE,09:30,,,,IG Metall,,korpus,Scenariusz,,"- 9:30 - IG Metall Hays-Haus in der Alte Jakob-/Lindenstraße, 1090 Berlin 61",DE_1990-2019.md:841
1991,DE,10:30,,Tiergarten,,DGB,centrum,mapa,DGB,1991_DE_festyn_DGB,DGB Maifest 1991 | 10:30-11:00 Berliner Singgemeinschaft Märkisch,1__mai_berlin_aktualna_14_.geojson#17
1991,DE,11:00,,,,,,korpus,Scenariusz,,11:00 - Kundgebung (Sternmarsch endet vor dem Reichstag),DE_1990-2019.md:842
1991,DE,11:00,,Mitte,,PDS,centrum,mapa,East German Left,1991_DE_festyn_PDS,"1991 PDS Strassenfest | From invitation: Kommt alle zur Kundgebung des DGB am 1. Mai. 11 Uhr Platz der Republik, Reichstagsgebäude Straßenfest der PDS Am Rosa-Luxemburg-Platz von 14-18 Uhr Gespräche mit Gregor Gysi und",1__mai_berlin_aktualna_12_.geojson#2
1991,DE,11:00,,Tiergarten,,DGB,centrum,mapa,DGB,1991_DE_festyn_DGB,DGB Maifest 1991 | -11:00 Berliner Singgemeinschaft Märkisches Ufer – Der Mai ist gekommen; Wenn wir schreiten Seit an Seit 11:00 Begrüßung Berd Riessmann 11:15 Chr,1__mai_berlin_aktualna_14_.geojson#17
1991,DE,11:00,,Tiergarten,,DGB,centrum,mapa,DGB,1991_DE_festyn_DGB,DGB Maifest 1991 | Berliner Singgemeinschaft Märkisches Ufer – Der Mai ist gekommen; Wenn wir schreiten Seit an Seit 11:00 Begrüßung Berd Riessmann 11:15 Christiane Bretz (DGB BB Vorsitzen,1__mai_berlin_aktualna_14_.geojson#17
1991,DE,11:15,,Tiergarten,,DGB,centrum,mapa,DGB,1991_DE_festyn_DGB,"DGB Maifest 1991 | Begrüßung Berd Riessmann 11:15 Christiane Bretz (DGB BB Vorsitzende), Holger Kasselow (Betriebsratvorsitzende Werks für Fernsehelektronik (WF)) Speeches: 11:45 Political and cultu",1__mai_berlin_aktualna_14_.geojson#17
1991,DE,11:45,,Tiergarten,,DGB,centrum,mapa,DGB,1991_DE_festyn_DGB,"DGB Maifest 1991 | tz (DGB BB Vorsitzende), Holger Kasselow (Betriebsratvorsitzende Werks für Fernsehelektronik (WF)) Speeches: 11:45 Political and cultural programme Tiemponuevo (Chilean music) Distel (Berlin cabaret) Bügelbrett (cabaret) Angelika Weiz (singer)",1__mai_berlin_aktualna_14_.geojson#17
1991,DE,12:00,,,,,,korpus,Scenariusz,,12:00-17:30 - Straßenfest in der Friedrichsh,DE_1990-2019.md:844
1991,DE,13:00,,Kreuzberg,Kreuzberg,Revolutionäre 1. Mai,nazwana dzielnica,korpus,Scenariusz,,13:00 - Revolutionäre 1. Mai-Demo vom Oranienplatz in Kreuzberg,DE_1990-2019.md:846
1991,DE,13:00,,,,,,korpus,Scenariusz,,13:00 - Maifeier hinter der Gethsemanekirche,DE_1990-2019.md:847
1991,DE,13:00,,Marzahn,Marzahn,,nazwana dzielnica,korpus,Scenariusz,,13:00 - Maibaumklettern vor der FDJS-Geschäftsstelle Alt-Marzahn 64,DE_1990-2019.md:848
1991,DE,13:00,,,,,,korpus,Scenariusz,,13:00-24:00 - Hauptstadt-Bummel auf dem Ritzplatz und der Heinrich-Heine-Straße,DE_1990-2019.md:849
1991,DE,13:00,,Kreuzberg,,R1M,poza centrum,mapa,Revolutionäre 1. Mai,1991_DE_demonstracja_R1M,1991 Demo | Oranienplatz 13.00 Uhr -: Skalitzerstr. -‘ Görlitzerstr. -Oppelnerstr. - Wrangelstr. -: Falckensteinstr. - Oberbaumbrücke - Warschauerstr. -’ Kopernikusstr. -: Simon-Da,1__mai_berlin_aktualna_15_.geojson#29
1991,DE,14:00,,,,,,korpus,Scenariusz,,"14:00 – Berliner Prater, folk festical",DE_1990-2019.md:833
1991,DE,14:00,,Müggelheim,Müggelheim,,nazwana dzielnica,korpus,Scenariusz,,14:00– Maifete w klubie wiejskim w Müggelheim,DE_1990-2019.md:834
1991,DE,14:00,,,,,,korpus,Scenariusz,,14:00-24:00 – from Marx-Engels-Platz through Unter den Linden stage programm in the city center (za ND),DE_1990-2019.md:835
1991,DE,14:00,,,,,,korpus,Scenariusz,,14:00 - Tag der offenen Tür im und um das Karl-Liebknecht-Haus am Rosa-Luxemburg-Platz (bis 18 Uhr),DE_1990-2019.md:850
1991,DE,14:00,,,,,,korpus,Scenariusz,,"14:00 - Haus der jungen Talente, Klosterstraße 68-70 - Kunstmarkt",DE_1990-2019.md:851
1991,DE,14:00,,,,,,korpus,Scenariusz,,"14:00-20:00 - Maifest ""von unten"", Zinglster",DE_1990-2019.md:852
1991,DE,14:00,,,,,,korpus,Scenariusz,,14:00-18:00 - Kinder- und Familienfest in de,DE_1990-2019.md:853
1991,DE,14:00,,,,,,korpus,Scenariusz,,14:00-20:00 - Tanz unterm Maibaum in Prenzla,DE_1990-2019.md:854
1991,DE,14:00,,,,,,korpus,Prasa / Berliner Zeitung / 30.04.1991,,14:00-24:00 – from Marx-Engels-Platz through Unter den Linden stage programm in the city center,DE_1990-2019.md:1008
1991,DE,14:00,18:00,Mitte,,PDS,centrum,mapa,East German Left,1991_DE_festyn_PDS,"1991 PDS Strassenfest | Platz der Republik, Reichstagsgebäude Straßenfest der PDS Am Rosa-Luxemburg-Platz von 14-18 Uhr Gespräche mit Gregor Gysi und Käthe ReichelStände der AG's und IG’s Linker Medien- und Lesemarkt Spielaktionen für Kinderund Erwachsene PDS»Tag der O",1__mai_berlin_aktualna_12_.geojson#2
1991,DE,14:30,,,,,,korpus,Scenariusz,,14:30-18:00 - Maifeier auf der Schönbörse in,DE_1990-2019.md:855
1991,DE,15:00,,Schöneberg,Schöneberg,,nazwana dzielnica,korpus,Scenariusz,,"15:00 - Rosa-Luxemburg-Haus in Schöneberg, Kurze Str 11 - Diskussion ""Was erwartet die Arbeitnehmerinnen in der Region Berlin/Brandenburg""",DE_1990-2019.md:856
1991,DE,15:00,,Hellersdorf,Hellersdorf,,nazwana dzielnica,korpus,Scenariusz,,15:00 - Maifeier in Hellersdorf (mit viel Musik),DE_1990-2019.md:857
1991,DE,15:00,,,,,,korpus,Scenariusz,,"15:00 – Lausitzer Platz festival, pod hasłem Gegen Rassismus und die Zerstörung Kreuzbergs (BZ)",DE_1990-2019.md:858
1991,DE,15:00,,,,,,korpus,Prasa / Berliner Zeitung / 30.04.1991,,"15:00 – Lausitzer Platz festival, pod hasłem Gegen Rassismus und die Zerstörung Kreuzbergs",DE_1990-2019.md:1007
1991,DE,15:35,,,,,,korpus,Prasa / Sprawozdanie z dokumentów wewnętrznych DGB,,"eulich grosse Zahl zu ZuhörinnerInnen vor die Hauptbühne lockte, so dass der Kulturprogramm durch Zugaben bis 15:35 Uhr verlängert werden musste",DE_1990-2019.md:907
1991,DE,15:45,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Prasa / Berliner Zeitung / 2.05.1991,,"15:45– na rogu Bänsch i PRoskauer Strasse dochodzi do zamieszek, wywołanych blokadą dojścia w stronę Rigaer Strasse riots/Kreuzberg/1991",DE_1990-2019.md:1046
1991,DE,17:30,,,,,,korpus,Scenariusz,,-17:30 - Straßenfest in der Friedrichshainer Koppenstraße,DE_1990-2019.md:844
1991,DE,18:00,,,,,,korpus,Scenariusz,,"18:00 – w Alten TU-Mensa kobieca demonstracja, rozpoczyna się w Kleistparku",DE_1990-2019.md:829
1991,DE,18:00,,,,,,korpus,Scenariusz,,18:00 – ZASILO wspólnie z Bündnis Kritischer GewerkschafterInnen organizują Tanz in den Mai w Haus der Demokratie,DE_1990-2019.md:830
1991,DE,18:00,,,,,,korpus,Scenariusz,,- Tag der offenen Tür im und um das Karl-Liebknecht-Haus am Rosa-Luxemburg-Platz (bis 18 Uhr),DE_1990-2019.md:850
1991,DE,18:00,,,,,,korpus,Scenariusz,,-18:00 - Kinder- und Familienfest in der Jungfernheide (Eingang Heckerdamm),DE_1990-2019.md:853
1991,DE,18:00,,Köpenick,Köpenick,,nazwana dzielnica,korpus,Scenariusz,,"-18:00 - Maifeier auf der Schönbörse in Köpenick (mit Kinderfest, Kunsthandwerk, Infos, Gesprächen)",DE_1990-2019.md:855
1991,DE,18:00,,Schöneberg,Schöneberg,Walpurgisnacht,poza centrum,mapa,Walpurgisnacht,1991_DE_demonstracja_Walpurgisnacht-Frauendemo,"1991 Frauendemo | n Gewändern oder Alternativ-Look, beflochten oder mitwiderspenstiger Mähne - die Hexen sind los. Start ist um 18 Uhr am Kleistpark (Schöneberg) mit einerverhexten Demo. Im Anschluß daran zieht frau gemeinsam zum Fest ein die alte TU-Mensa (Hardenbergstraße). (Berli",1__mai_berlin_aktualna_11_.geojson#30
1991,DE,19:00,,,,,,korpus,Prasa / taz / LE­SUN­GUND­VI­DEO  ■  ANARCHIE IN MOABIT,,"Opis:: Anarchist events post-May Day: - 19:00 - Ralf Landmesser, anarchistische Polit-Lyrik, Kulturfabrik Lehrter Straße 35 - 20:00 - Horst Stohwasser, Videovortrag """,DE_1990-2019.md:1136
1991,DE,20:00,,Hohenschönhausen,Hohenschönhausen,,nazwana dzielnica,korpus,Scenariusz,,"-20:00 - Maifest ""von unten"", Zinglster Str/Am Berg Ahornhausen, Hohenschönhausen (mit Kulturprogramm, Kinderfest, Infostände)",DE_1990-2019.md:852
1991,DE,20:00,,Prenzlauer Berg,Prenzlauer Berg,,nazwana dzielnica,korpus,Scenariusz,,"-20:00 - Tanz unterm Maibaum in Prenzlauer Berg, Kastanienallee 7-9",DE_1990-2019.md:854
1991,DE,20:00,,,,,,korpus,Scenariusz,,"20:00 - ""Wer jetzt nicht tanzt"" - Konzert mit Franz-Josef Degenhardt, Haus der Kultobchen Park",DE_1990-2019.md:859
1991,DE,20:00,,,,,,korpus,Prasa / taz / LE­SUN­GUND­VI­DEO  ■  ANARCHIE IN MOABIT,,"- Ralf Landmesser, anarchistische Polit-Lyrik, Kulturfabrik Lehrter Straße 35 - 20:00 - Horst Stohwasser, Videovortrag ""Die Utopie lebt noch"" über ""Projekt A"", A-Laden Rathenower Straße 22",DE_1990-2019.md:1136
1991,DE,20:30,,,,,,korpus,Scenariusz,,20:30 - Hofgarten-Wirtz-Platz - Klubgespräch mit Michael Brie und Reinhold Andert,DE_1990-2019.md:860
1992,DE,07:45,,,,DGB,,korpus,Events description / taz / 1. Mai in Senftenberg,,"der DGB gemeinsam mit den Mitgliedsgewerkschaften die Mai-Kundgebung in Senftenberg. Dazu fährt ein Sonderzug 7.45 Uhr ab Senftenberg eine »Ehrenrunde durch die Niederlausitz« über Ruhland, Lauchammer-West, Elsterwerda-Biehla, Bad Liebenwerda, Schönborn, Doberlug-Kirc",DE_1990-2019.md:1719
1992,DE,08:30,,,,DGB,,korpus,Events description,,"8:30-9:30 (?) – 5 separate rallies: DGB, IG M",DE_1990-2019.md:1400
1992,DE,08:30,,,,DGB;IG Metall;ÖTV,,korpus,Events description / taz / Der Tag der Arbeit wird im Lust­gar­ten gefeiert,,", there will be 5 different marches towards the main event in Lustgarten: 1) the DGB building on Keithstraße (8:30 a.m.); 2) the IG Metall building on Alte Jakobstraße (9:00 a.m.) and 3) the ÖTV building on Jo",DE_1990-2019.md:1659
1992,DE,08:30,,,,ÖTV,,korpus,Events description / taz / Der Tag der Arbeit wird im Lust­gar­ten gefeiert,,"a.m.) and 3) the ÖTV building on Joachimsthaler Straße 20 (8:30 a.m.). In the east, the march will begin in front of the trade union building on 4) Wallstraße 61-65 (9:30 a.m.). Moreover, Bündnis kritischer",DE_1990-2019.md:1659
1992,DE,09:00,,,,DGB,,korpus,Events description,,9:00 – DGB Haus demonstration beginning,DE_1990-2019.md:1396
1992,DE,09:00,,,,ÖTV;GEW,,korpus,Events description,,9:00 – ÖTV/GEW demonstration beginning,DE_1990-2019.md:1397
1992,DE,09:00,,,,IG Metall;ÖTV,,korpus,Events description / taz / Der Tag der Arbeit wird im Lust­gar­ten gefeiert,,"a.m.); 2) the IG Metall building on Alte Jakobstraße (9:00 a.m.) and 3) the ÖTV building on Joachimsthaler Straße 20 (8:30 a.m.). In the east, the march will",DE_1990-2019.md:1659
1992,DE,09:30,,,,IGM,,korpus,Events description,,9:30 – IGM/IG Medien demonstration beginning,DE_1990-2019.md:1398
1992,DE,09:30,,,,DGB;IG Metall;FDGB;ÖTV,,korpus,Events description,,"-9:30 (?) – 5 separate rallies: DGB, IG Metall, former FDGB, ÖTV and Alexanderplatz towards Lustgarten",DE_1990-2019.md:1400
1992,DE,09:30,,,,,,korpus,Events description / taz / Der Tag der Arbeit wird im Lust­gar­ten gefeiert,,"a.m.). In the east, the march will begin in front of the trade union building on 4) Wallstraße 61-65 (9:30 a.m.). Moreover, Bündnis kritischer GewerkschafterInnen Ost/ West organise their own march from Alexanderplatz to Lustgarten",DE_1990-2019.md:1659
1992,DE,10:00,,,,DGB,,korpus,Events description,,10:00 – DGB Wallstrasse demonstration beginning,DE_1990-2019.md:1399
1992,DE,10:00,,,,Revolutionäre 1. Mai,,korpus,Events description / taz / Demos am 1. Mai,,"(8.30) sowie am Gewerkschaftshaus, Wallstraße 61-65 (9.30). Kritische Gewerkschafter marschieren getrennt ab 10 Uhr vom Alex zum Lustgarten. Und: »Revolutionäre 1. Mai- Demo« ab 13 Uhr am Oranienplatz.",DE_1990-2019.md:1690
1992,DE,10:20,,Mitte,Mitte,DGB,centrum,mapa,DGB,1992_DE_festyn_DGB,"DGB Maifest 1992 | chzuführen (Bernd Rissmann in a letter to Gerhard Keil, Bezirk Mitte Bürgermeister, 26.08.1992; DGBG000664) 10:20 Großes Berliner Blasorchester 11:00 Christiane Bretz (chair, DGB Berli",1__mai_berlin_aktualna_14_.geojson#18
1992,DE,11:00,,,,DGB,,korpus,Events description,,"11:00 – DGB rally at Lustgarten – why Lustagarten, the same place as in GDR? Some reason behind it?",DE_1990-2019.md:1401
1992,DE,11:00,,,,DGB;ÖTV,,korpus,Events description / taz / Demos am 1. Mai,,"Opis:: Folgende Demos werden am 1. Mai stattfinden: DGB-Abschlußkundgebung um 11 Uhr im Lustgarten. Start: DGB-Haus, Keith-/Kleiststraße (8.30); IG-Metall-Haus, Alte Jakob-/Lindenstraße (9.00), ÖTV- Haus, Joachimsthaler Straße 20 (8.3",DE_1990-2019.md:1690
1992,DE,11:00,,Mitte,,DGB,centrum,mapa,DGB,1992_DE_festyn_DGB,"DGB Maifest 1992 | Großes Berliner Blasorchester 11:00 Christiane Bretz (chair, DGB Berlin/Brandenburg) 11:00 Chair of the European Trade Union",1__mai_berlin_aktualna_14_.geojson#18
1992,DE,11:00,,Mitte,,DGB,centrum,mapa,DGB,1992_DE_festyn_DGB,"DGB Maifest 1992 | Christiane Bretz (chair, DGB Berlin/Brandenburg) 11:00 Chair of the European Trade Union Confederation (ETUC) 12:00 Großes Berliner Blasorchester (sec",1__mai_berlin_aktualna_14_.geojson#18
1992,DE,12:00,,Mitte,,DGB,centrum,mapa,DGB,1992_DE_festyn_DGB,DGB Maifest 1992 | Chair of the European Trade Union Confederation (ETUC) 12:00 Großes Berliner Blasorchester (second set) 12:45 Tiemponuevo 13:30 Schauorchester U,1__mai_berlin_aktualna_14_.geojson#18
1992,DE,12:45,,Mitte,,DGB,centrum,mapa,DGB,1992_DE_festyn_DGB,DGB Maifest 1992 | Großes Berliner Blasorchester (second set) 12:45 Tiemponuevo 13:30 Schauorchester Ungelenk 14:30 Fami,1__mai_berlin_aktualna_14_.geojson#18
1992,DE,13:00,,Kreuzberg,Kreuzberg,,nazwana dzielnica,korpus,Events description,,13:00 – R1M at Kreuzberg,DE_1990-2019.md:1402
1992,DE,13:00,,,,Revolutionäre 1. Mai,,korpus,Events description / taz / Demos am 1. Mai,,vom Alex zum Lustgarten. Und: »Revolutionäre 1. Mai- Demo« ab 13 Uhr am Oranienplatz.,DE_1990-2019.md:1690
